evento_id;_CarrierDelay;_WeatherDelay;_NASDelay
5032;1235.0;5;42.00
5033;1235.0;5;106.00
5034;1235.0;5;12.00
5035;733.0;3;507.00
5036;733.0;3;460.00
5037;733.0;3;135.00
5038;569.0;3;39.00
5039;569.0;3;55.00
5040;569.0;3;2.00
5041;569.0;3;26.00
5042;569.0;3;63.00
5043;1514.0;7;9.00
5044;1514.0;7;13.00
5045;1514.0;7;72.00
5046;1514.0;7;3.00
5047;719.0;3;3.00
5048;719.0;3;9.00
5049;719.0;3;8.00
5050;1514.0;7;25.00
5051;1514.0;7;27.00
5052;624.0;3;21.00
5053;624.0;3;7.00
5054;624.0;3;105.00
5055;624.0;3;4.00
5056;1723.0;7;7.00
5057;1121.0;5;54.00
5058;1121.0;5;84.00
5059;1121.0;5;9.00
5060;1121.0;5;62.00
5061;888.0;4;20.00
5062;888.0;4;26.00
5063;888.0;4;36.00
5064;888.0;4;10.00
5065;888.0;4;16.00
5066;888.0;4;62.00
5067;888.0;4;44.00
5068;1188.0;5;52.00
5069;1188.0;5;17.00
5070;1188.0;5;21.00
5071;1660.0;7;3.00
5072;1017.0;5;13.00
5073;1017.0;5;6.00
5074;1017.0;5;1.00
5075;964.0;4;18.00
5076;964.0;4;41.00
5077;964.0;4;35.00
5078;361.0;2;44.00
5079;361.0;2;14.00
5080;2075.0;9;98.00
5081;1021.0;5;6.00
5082;1021.0;5;53.00
5083;1021.0;5;7.00
5084;1021.0;5;81.00
5085;2165.0;9;23.00
5086;2165.0;9;13.00
5087;1671.0;7;486.00
5088;813.0;4;62.00
5089;813.0;4;288.00
5090;1235.0;5;614.00
5091;1235.0;5;24.00
5092;1197.0;5;34.00
5093;1197.0;5;98.00
5094;1197.0;5;40.00
5095;920.0;4;7.00
5096;1143.0;5;9.00
5097;599.0;3;12.00
5098;599.0;3;5.00
5099;599.0;3;6.00
5100;338.0;2;77.00
5101;986.0;4;27.00
5102;946.0;4;9.00
5103;946.0;4;
5104;946.0;4;0.00
5105;946.0;4;72.00
5106;130.0;1;51.00
5107;762.0;4;3.00
5108;431.0;2;44.00
5109;431.0;2;24.00
5110;431.0;2;10.00
5111;431.0;2;119.00
5112;431.0;2;12.00
5113;612.0;3;57.00
5114;801.0;4;7.00
5115;631.0;3;65.00
5116;631.0;3;17.00
5117;631.0;3;25.00
5118;977.0;4;38.00
5119;977.0;4;29.00
5120;977.0;4;10.00
5121;977.0;4;57.00
5122;529.0;3;36.00
5123;529.0;3;64.00
5124;678.0;3;18.00
5125;678.0;3;7.00
5126;678.0;3;40.00
5127;678.0;3;10.00
5128;678.0;3;42.00
5129;1197.0;5;1.00
5130;1197.0;5;105.00
5131;918.0;4;79.00
5132;918.0;4;13.00
5133;918.0;4;14.00
5134;918.0;4;7.00
5135;918.0;4;12.00
5136;918.0;4;9.00
5137;918.0;4;4.00
5138;722.0;3;13.00
5139;1235.0;5;57.00
5140;1235.0;5;105.00
5141;1145.0;5;
5142;1145.0;5;0.00
5143;1145.0;5;47.00
5144;836.0;4;
5145;2176.0;9;29.00
5146;2176.0;9;73.00
5147;1521.0;7;146.00
5148;1021.0;5;19.00
5149;1021.0;5;1.00
5150;190.0;1;28.00
5151;190.0;1;105.00
5152;853.0;4;18.00
5153;801.0;4;88.00
5154;2218.0;9;89.00
5155;1619.0;7;11.00
5156;1619.0;7;26.00
5157;1619.0;7;7.00
5158;1619.0;7;1.00
5159;1619.0;7;5.00
5160;1619.0;7;8.00
5161;1437.0;6;48.00
5162;1437.0;6;15.00
5163;337.0;2;732.00
5164;1121.0;5;82.00
5165;1121.0;5;223.00
5166;1121.0;5;138.00
5167;861.0;4;96.00
5168;1562.0;7;64.00
5169;1605.0;7;14.00
5170;1605.0;7;25.00
5171;1605.0;7;5.00
5172;1605.0;7;0.00
5173;1005.0;5;26.00
5174;1005.0;5;3.00
5175;1005.0;5;143.00
5176;236.0;1;109.00
5177;2311.0;10;
5178;2311.0;10;4.00
5179;2311.0;10;0.00
5180;2311.0;10;3.00
5181;2311.0;10;2.00
5182;2311.0;10;33.00
5183;1303.0;6;5.00
5184;1303.0;6;36.00
5185;1192.0;5;33.00
5186;447.0;2;28.00
5187;447.0;2;9.00
5188;447.0;2;16.00
5189;985.0;4;17.00
5190;1303.0;6;10.00
5191;946.0;4;5.00
5192;1258.0;6;27.00
5193;1182.0;5;18.00
5194;1235.0;5;28.00
5195;192.0;1;33.00
5196;852.0;4;21.00
5197;2585.0;11;14.00
5198;1032.0;5;27.00
5199;1121.0;5;20.00
5200;594.0;3;19.00
5201;594.0;3;2.00
5202;594.0;3;9.00
5203;594.0;3;98.00
5204;594.0;3;5.00
5205;594.0;3;22.00
5206;594.0;3;8.00
5207;594.0;3;1.00
5208;930.0;4;5.00
5209;930.0;4;10.00
5210;930.0;4;22.00
5211;930.0;4;6.00
5212;1431.0;6;24.00
5213;1188.0;5;5.00
5214;1188.0;5;36.00
5215;1188.0;5;18.00
5216;1095.0;5;474.00
5217;1095.0;5;33.00
5218;2089.0;9;
5219;2089.0;9;4.00
5220;2089.0;9;0.00
5221;2089.0;9;3.00
5222;2089.0;9;22.00
5223;2089.0;9;13.00
5224;1119.0;5;299.00
5225;1119.0;5;676.00
5226;986.0;4;6.00
5227;986.0;4;9.00
5228;986.0;4;34.00
5229;986.0;4;2.00
5230;986.0;4;1.00
5231;986.0;4;11.00
5232;762.0;4;66.00
5233;1120.0;5;19.00
5234;1120.0;5;8.00
5235;1120.0;5;20.00
5236;1120.0;5;7.00
5237;1120.0;5;21.00
5238;1303.0;6;30.00
5239;1303.0;6;275.00
5240;569.0;3;53.00
5241;569.0;3;29.00
5242;569.0;3;18.00
5243;569.0;3;14.00
5244;989.0;4;47.00
5245;989.0;4;14.00
5246;989.0;4;20.00
5247;989.0;4;9.00
5248;1121.0;5;174.00
5249;1171.0;5;40.00
5250;1013.0;5;152.00
5251;1013.0;5;50.00
5252;1013.0;5;6.00
5253;1013.0;5;64.00
5254;1089.0;5;11.00
5255;1089.0;5;67.00
5256;1121.0;5;8.00
5257;1121.0;5;80.00
5258;852.0;4;1.00
5259;258.0;2;56.00
5260;650.0;3;87.00
5261;1616.0;7;357.00
5262;1061.0;5;8.00
5263;1562.0;7;2.00
5264;1562.0;7;53.00
5265;1562.0;7;50.00
5266;1562.0;7;179.00
5267;541.0;3;57.00
5268;541.0;3;69.00
5269;541.0;3;7.00
5270;1670.0;7;28.00
5271;1670.0;7;20.00
5272;1670.0;7;13.00
5273;1670.0;7;2.00
5274;1670.0;7;4.00
5275;631.0;3;24.00
5276;631.0;3;53.00
5277;631.0;3;102.00
5278;631.0;3;28.00
5279;204.0;1;13.00
5280;204.0;1;59.00
5281;604.0;3;12.00
5282;1212.0;5;26.00
5283;1212.0;5;18.00
5284;2300.0;10;36.00
5285;2300.0;10;27.00
5286;2300.0;10;33.00
5287;2300.0;10;29.00
5288;247.0;1;95.00
5289;247.0;1;1.00
5290;322.0;2;48.00
5291;322.0;2;25.00
5292;322.0;2;15.00
5293;1096.0;5;59.00
5294;547.0;3;69.00
5295;547.0;3;126.00
5296;190.0;1;43.00
5297;190.0;1;46.00
5298;1013.0;5;99.00
5299;1013.0;5;23.00
5300;1013.0;5;174.00
5301;1047.0;5;57.00
5302;1047.0;5;20.00
5303;1231.0;5;3.00
5304;1231.0;5;1.00
5305;1231.0;5;34.00
5306;1231.0;5;5.00
5307;1231.0;5;18.00
5308;309.0;2;4.00
5309;309.0;2;49.00
5310;309.0;2;33.00
5311;1947.0;8;13.00
5312;1947.0;8;3.00
5313;936.0;4;20.00
5314;936.0;4;57.00
5315;936.0;4;41.00
5316;993.0;4;34.00
5317;280.0;2;31.00
5318;280.0;2;64.00
5319;447.0;2;38.00
5320;447.0;2;81.00
5321;447.0;2;33.00
5322;678.0;3;48.00
5323;678.0;3;17.00
5324;678.0;3;20.00
5325;1055.0;5;45.00
5326;812.0;4;3.00
5327;812.0;4;4.00
5328;812.0;4;7.00
5329;812.0;4;6.00
5330;812.0;4;49.00
5331;812.0;4;16.00
5332;650.0;3;83.00
5333;604.0;3;22.00
5334;604.0;3;19.00
5335;604.0;3;50.00
5336;604.0;3;47.00
5337;650.0;3;41.00
5338;641.0;3;40.00
5339;2077.0;9;35.00
5340;992.0;4;16.00
5341;992.0;4;1.00
5342;192.0;1;162.00
5343;192.0;1;84.00
5344;992.0;4;38.00
5345;594.0;3;33.00
5346;1652.0;7;3.00
5347;1652.0;7;4.00
5348;2165.0;9;90.00
5349;204.0;1;7.00
5350;204.0;1;79.00
5351;204.0;1;127.00
5352;700.0;3;46.00
5353;280.0;2;36.00
5354;280.0;2;11.00
5355;460.0;2;31.00
5356;460.0;2;14.00
5357;612.0;3;14.00
5358;544.0;3;20.00
5359;2218.0;9;72.00
5360;2218.0;9;22.00
5361;2218.0;9;115.00
5362;1727.0;7;0.00
5363;801.0;4;34.00
5364;1143.0;5;14.00
5365;719.0;3;19.00
5366;719.0;3;109.00
5367;719.0;3;67.00
5368;719.0;3;32.00
5369;719.0;3;85.00
5370;719.0;3;18.00
5371;1118.0;5;2.00
5372;1118.0;5;33.00
5373;1118.0;5;23.00
5374;1118.0;5;7.00
5375;1121.0;5;30.00
5376;1055.0;5;16.00
5377;1192.0;5;34.00
5378;1464.0;6;32.00
5379;1032.0;5;536.00
5380;1192.0;5;117.00
5381;1192.0;5;14.00
5382;1032.0;5;6.00
5383;918.0;4;39.00
5384;918.0;4;2.00
5385;83.0;1;9.00
5386;83.0;1;99.00
5387;83.0;1;4.00
5388;83.0;1;29.00
5389;83.0;1;5.00
5390;999.0;4;79.00
5391;999.0;4;0.00
5392;999.0;4;4.00
5393;999.0;4;37.00
5394;999.0;4;34.00
5395;529.0;3;6.00
5396;1121.0;5;11.00
5397;1121.0;5;41.00
5398;1660.0;7;17.00
5399;1660.0;7;5.00
5400;603.0;3;8.00
5401;603.0;3;7.00
5402;1337.0;6;51.00
5403;599.0;3;36.00
5404;468.0;2;27.00
5405;334.0;2;863.00
5406;1037.0;5;26.00
5407;1037.0;5;68.00
5408;2378.0;10;9.00
5409;185.0;1;34.00
5410;185.0;1;3.00
5411;185.0;1;55.00
5412;1188.0;5;20.00
5413;1188.0;5;72.00
5414;1188.0;5;43.00
5415;1188.0;5;10.00
5416;1188.0;5;23.00
5417;1188.0;5;4.00
5418;1188.0;5;288.00
5419;1188.0;5;62.00
5420;1188.0;5;54.00
5421;1652.0;7;11.00
5422;337.0;2;19.00
5423;226.0;1;36.00
5424;226.0;1;6.00
5425;1652.0;7;21.00
5426;1652.0;7;5.00
5427;801.0;4;6.00
5428;1652.0;7;8.00
5429;1652.0;7;48.00
5430;1061.0;5;17.00
5431;365.0;2;
5432;363.0;2;0.00
5433;363.0;2;10.00
5434;363.0;2;20.00
5435;363.0;2;29.00
5436;363.0;2;4.00
5437;554.0;3;
5438;554.0;3;15.00
5439;554.0;3;0.00
5440;406.0;2;
5441;365.0;2;0.00
5442;365.0;2;36.00
5443;265.0;2;
5444;265.0;2;0.00
5445;228.0;1;
5446;198.0;1;0.00
5447;198.0;1;95.00
5448;198.0;1;
5449;198.0;1;74.00
5450;198.0;1;9.00
5451;198.0;1;5.00
5452;198.0;1;19.00
5453;198.0;1;139.00
5454;198.0;1;2.00
5455;175.0;1;58.00
5456;396.0;2;0.00
5457;396.0;2;
5458;396.0;2;31.00
5459;396.0;2;3.00
5460;396.0;2;16.00
5461;298.0;2;
5462;396.0;2;2.00
5463;396.0;2;4.00
5464;257.0;2;11.00
5465;198.0;1;64.00
5466;198.0;1;38.00
5467;198.0;1;86.00
5468;198.0;1;18.00
5469;198.0;1;21.00
5470;371.0;2;
5471;371.0;2;0.00
5472;107.0;1;
5473;107.0;1;0.00
5474;203.0;1;
5475;453.0;2;1.00
5476;453.0;2;16.00
5477;453.0;2;24.00
5478;177.0;1;60.00
5479;84.0;1;0.00
5480;212.0;1;
5481;289.0;2;197.00
5482;289.0;2;
5483;289.0;2;0.00
5484;372.0;2;
5485;372.0;2;0.00
5486;372.0;2;51.00
5487;372.0;2;53.00
5488;372.0;2;17.00
5489;372.0;2;22.00
5490;466.0;2;29.00
5491;466.0;2;
5492;466.0;2;30.00
5493;466.0;2;0.00
5494;372.0;2;6.00
5495;212.0;1;0.00
5496;212.0;1;67.00
5497;235.0;1;8.00
5498;212.0;1;20.00
5499;212.0;1;3.00
5500;363.0;2;1.00
5501;363.0;2;57.00
5502;363.0;2;25.00
5503;520.0;3;
5504;520.0;3;69.00
5505;520.0;3;65.00
5506;55.0;1;
5507;365.0;2;7.00
5508;127.0;1;33.00
5509;127.0;1;0.00
5510;127.0;1;
5511;127.0;1;8.00
5512;526.0;3;0.00
5513;526.0;3;
5514;296.0;2;
5515;413.0;2;2.00
5516;526.0;3;2.00
5517;413.0;2;22.00
5518;201.0;1;0.00
5519;201.0;1;
5520;201.0;1;18.00
5521;201.0;1;10.00
5522;201.0;1;4.00
5523;201.0;1;3.00
5524;318.0;2;
5525;515.0;3;
5526;515.0;3;0.00
5527;192.0;1;5.00
5528;343.0;2;
5529;343.0;2;0.00
5530;84.0;1;2.00
5531;84.0;1;7.00
5532;84.0;1;40.00
5533;129.0;1;
5534;129.0;1;0.00
5535;212.0;1;42.00
5536;212.0;1;135.00
5537;212.0;1;216.00
5538;84.0;1;32.00
5539;84.0;1;143.00
5540;84.0;1;10.00
5541;99.0;1;
5542;99.0;1;0.00
5543;298.0;2;0.00
5544;372.0;2;2.00
5545;530.0;3;
5546;530.0;3;0.00
5547;530.0;3;23.00
5548;530.0;3;3.00
5549;530.0;3;13.00
5550;530.0;3;5.00
5551;84.0;1;26.00
5552;84.0;1;39.00
5553;84.0;1;53.00
5554;210.0;1;
5555;210.0;1;0.00
5556;210.0;1;116.00
5557;210.0;1;1.00
5558;210.0;1;21.00
5559;210.0;1;95.00
5560;210.0;1;75.00
5561;520.0;3;107.00
5562;520.0;3;0.00
5563;523.0;3;0.00
5564;690.0;3;
5565;690.0;3;0.00
5566;104.0;1;5.00
5567;104.0;1;
5568;104.0;1;0.00
5569;104.0;1;71.00
5570;155.0;1;
5571;155.0;1;37.00
5572;155.0;1;2.00
5573;153.0;1;0.00
5574;153.0;1;
5575;153.0;1;14.00
5576;153.0;1;16.00
5577;153.0;1;12.00
5578;153.0;1;2.00
5579;153.0;1;20.00
5580;153.0;1;9.00
5581;281.0;2;
5582;140.0;1;
5583;140.0;1;0.00
5584;371.0;2;16.00
5585;371.0;2;100.00
5586;371.0;2;1.00
5587;245.0;1;
5588;245.0;1;6.00
5589;245.0;1;8.00
5590;245.0;1;0.00
5591;245.0;1;4.00
5592;191.0;1;
5593;191.0;1;7.00
5594;191.0;1;24.00
5595;191.0;1;26.00
5596;191.0;1;30.00
5597;191.0;1;0.00
5598;191.0;1;4.00
5599;191.0;1;8.00
5600;279.0;2;0.00
5601;279.0;2;
5602;372.0;2;26.00
5603;119.0;1;53.00
5604;129.0;1;8.00
5605;129.0;1;3.00
5606;129.0;1;18.00
5607;119.0;1;3.00
5608;212.0;1;7.00
5609;212.0;1;2.00
5610;347.0;2;
5611;347.0;2;0.00
5612;347.0;2;13.00
5613;347.0;2;17.00
5614;155.0;1;7.00
5615;155.0;1;27.00
5616;155.0;1;11.00
5617;155.0;1;0.00
5618;155.0;1;16.00
5619;155.0;1;3.00
5620;155.0;1;14.00
5621;155.0;1;221.00
5622;281.0;2;0.00
5623;476.0;2;
5624;476.0;2;0.00
5625;476.0;2;4.00
5626;476.0;2;27.00
5627;476.0;2;1.00
5628;476.0;2;5.00
5629;520.0;3;31.00
5630;520.0;3;26.00
5631;413.0;2;60.00
5632;198.0;1;4.00
5633;476.0;2;20.00
5634;476.0;2;16.00
5635;476.0;2;14.00
5636;476.0;2;12.00
5637;476.0;2;70.00
5638;476.0;2;18.00
5639;104.0;1;159.00
5640;104.0;1;10.00
5641;104.0;1;42.00
5642;104.0;1;111.00
5643;55.0;1;13.00
5644;55.0;1;0.00
5645;127.0;1;39.00
5646;228.0;1;6.00
5647;228.0;1;0.00
5648;104.0;1;1.00
5649;281.0;2;31.00
5650;281.0;2;10.00
5651;281.0;2;2.00
5652;281.0;2;14.00
5653;104.0;1;6.00
5654;153.0;1;84.00
5655;473.0;2;
5656;473.0;2;36.00
5657;473.0;2;0.00
5658;473.0;2;33.00
5659;99.0;1;5.00
5660;90.0;1;0.00
5661;90.0;1;
5662;90.0;1;1.00
5663;90.0;1;17.00
5664;257.0;2;100.00
5665;257.0;2;29.00
5666;281.0;2;1.00
5667;550.0;3;12.00
5668;237.0;1;60.00
5669;107.0;1;107.00
5670;175.0;1;1.00
5671;550.0;3;6.00
5672;311.0;2;0.00
5673;311.0;2;
5674;311.0;2;13.00
5675;311.0;2;52.00
5676;287.0;2;
5677;287.0;2;0.00
5678;364.0;2;0.00
5679;364.0;2;13.00
5680;364.0;2;2.00
5681;130.0;1;203.00
5682;130.0;1;234.00
5683;372.0;2;13.00
5684;372.0;2;18.00
5685;372.0;2;1.00
5686;372.0;2;12.00
5687;192.0;1;92.00
5688;192.0;1;19.00
5689;192.0;1;56.00
5690;212.0;1;13.00
5691;55.0;1;33.00
5692;588.0;3;0.00
5693;588.0;3;3.00
5694;588.0;3;
5695;228.0;1;13.00
5696;228.0;1;11.00
5697;520.0;3;2.00
5698;520.0;3;5.00
5699;520.0;3;17.00
5700;520.0;3;8.00
5701;520.0;3;47.00
5702;130.0;1;31.00
5703;523.0;3;
5704;523.0;3;4.00
5705;523.0;3;6.00
5706;523.0;3;2.00
5707;83.0;1;15.00
5708;83.0;1;54.00
5709;83.0;1;2.00
5710;83.0;1;1.00
5711;279.0;2;1.00
5712;279.0;2;5.00
5713;279.0;2;13.00
5714;279.0;2;11.00
5715;343.0;2;2.00
5716;343.0;2;6.00
5717;343.0;2;13.00
5718;343.0;2;8.00
5719;343.0;2;9.00
5720;257.0;2;53.00
5721;257.0;2;22.00
5722;155.0;1;24.00
5723;155.0;1;23.00
5724;155.0;1;41.00
5725;99.0;1;27.00
5726;203.0;1;115.00
5727;203.0;1;0.00
5728;203.0;1;22.00
5729;257.0;2;21.00
5730;99.0;1;62.00
5731;99.0;1;15.00
5732;99.0;1;33.00
5733;99.0;1;12.00
5734;175.0;1;35.00
5735;372.0;2;476.00
5736;212.0;1;1.00
5737;212.0;1;11.00
5738;212.0;1;15.00
5739;91.0;1;
5740;203.0;1;54.00
5741;203.0;1;2.00
5742;373.0;2;0.00
5743;373.0;2;
5744;373.0;2;56.00
5745;373.0;2;4.00
5746;373.0;2;19.00
5747;1330.0;6;5.00
5748;1330.0;6;102.00
5749;1330.0;6;62.00
5750;1330.0;6;7.00
5751;391.0;2;6.00
5752;391.0;2;70.00
5753;373.0;2;23.00
5754;373.0;2;16.00
5755;373.0;2;26.00
5756;373.0;2;15.00
5757;373.0;2;7.00
5758;373.0;2;6.00
5759;373.0;2;1.00
5760;308.0;2;
5761;308.0;2;0.00
5762;308.0;2;48.00
5763;308.0;2;47.00
5764;308.0;2;68.00
5765;1187.0;5;
5766;1187.0;5;0.00
5767;1187.0;5;36.00
5768;1187.0;5;6.00
5769;1187.0;5;16.00
5770;1187.0;5;48.00
5771;902.0;4;
5772;902.0;4;0.00
5773;862.0;4;12.00
5774;902.0;4;8.00
5775;902.0;4;4.00
5776;902.0;4;235.00
5777;1211.0;5;35.00
5778;1211.0;5;201.00
5779;715.0;3;
5780;715.0;3;0.00
5781;715.0;3;40.00
5782;715.0;3;21.00
5783;1211.0;5;219.00
5784;954.0;4;
5785;391.0;2;5.00
5786;391.0;2;48.00
5787;391.0;2;25.00
5788;391.0;2;269.00
5789;391.0;2;1.00
5790;1371.0;6;
5791;1371.0;6;37.00
5792;1371.0;6;12.00
5793;1371.0;6;14.00
5794;1371.0;6;0.00
5795;1371.0;6;10.00
5796;1371.0;6;185.00
5797;209.0;1;
5798;209.0;1;26.00
5799;209.0;1;0.00
5800;677.0;3;4.00
5801;1187.0;5;4.00
5802;308.0;2;41.00
5803;308.0;2;7.00
5804;677.0;3;16.00
5805;677.0;3;2.00
5806;677.0;3;25.00
5807;677.0;3;3.00
5808;677.0;3;15.00
5809;677.0;3;152.00
5810;677.0;3;53.00
5811;308.0;2;14.00
5812;308.0;2;8.00
5813;834.0;4;0.00
5814;834.0;4;26.00
5815;834.0;4;
5816;834.0;4;4.00
5817;834.0;4;6.00
5818;834.0;4;12.00
5819;337.0;2;35.00
5820;337.0;2;10.00
5821;337.0;2;40.00
5822;337.0;2;595.00
5823;109.0;1;
5824;109.0;1;0.00
5825;109.0;1;6.00
5826;590.0;3;3.00
5827;590.0;3;7.00
5828;308.0;2;20.00
5829;954.0;4;0.00
5830;954.0;4;14.00
5831;715.0;3;71.00
5832;209.0;1;4.00
5833;209.0;1;449.00
5834;834.0;4;39.00
5835;337.0;2;148.00
5836;337.0;2;59.00
5837;715.0;3;7.00
5838;715.0;3;24.00
5839;109.0;1;13.00
5840;109.0;1;34.00
5841;109.0;1;9.00
5842;834.0;4;10.00
5843;834.0;4;18.00
5844;834.0;4;14.00
5845;337.0;2;104.00
5846;337.0;2;39.00
5847;1211.0;5;28.00
5848;1211.0;5;30.00
5849;954.0;4;129.00
5850;373.0;2;28.00
5851;954.0;4;10.00
5852;373.0;2;12.00
5853;1283.0;6;
5854;1283.0;6;0.00
5855;1283.0;6;7.00
5856;1283.0;6;52.00
5857;1283.0;6;11.00
5858;954.0;4;3.00
5859;715.0;3;2.00
5860;400.0;2;0.00
5861;400.0;2;
5862;400.0;2;9.00
5863;954.0;4;50.00
5864;954.0;4;57.00
5865;954.0;4;15.00
5866;954.0;4;2.00
5867;954.0;4;38.00
5868;954.0;4;1.00
5869;862.0;4;18.00
5870;715.0;3;5.00
5871;954.0;4;9.00
5872;954.0;4;19.00
5873;954.0;4;5.00
5874;834.0;4;17.00
5875;834.0;4;5.00
5876;1187.0;5;15.00
5877;1187.0;5;7.00
5878;954.0;4;58.00
5879;954.0;4;26.00
5880;954.0;4;34.00
5881;308.0;2;40.00
5882;308.0;2;16.00
5883;862.0;4;1536.00
5884;862.0;4;16.00
5885;862.0;4;51.00
5886;109.0;1;56.00
5887;451.0;2;66.00
5888;451.0;2;69.00
5889;451.0;2;18.00
5890;451.0;2;19.00
5891;451.0;2;3.00
5892;451.0;2;91.00
5893;391.0;2;19.00
5894;391.0;2;32.00
5895;373.0;2;47.00
5896;373.0;2;58.00
5897;1187.0;5;3.00
5898;109.0;1;5.00
5899;109.0;1;10.00
5900;109.0;1;35.00
5901;666.0;3;15.00
5902;666.0;3;133.00
5903;715.0;3;37.00
5904;677.0;3;20.00
5905;677.0;3;59.00
5906;677.0;3;1.00
5907;677.0;3;7.00
5908;677.0;3;38.00
5909;337.0;2;21.00
5910;337.0;2;16.00
5911;1283.0;6;1.00
5912;862.0;4;81.00
5913;862.0;4;2.00
5914;391.0;2;16.00
5915;391.0;2;38.00
5916;834.0;4;32.00
5917;109.0;1;100.00
5918;109.0;1;30.00
5919;1187.0;5;13.00
5920;308.0;2;104.00
5921;308.0;2;4.00
5922;308.0;2;52.00
5923;203.0;1;21.00
5924;265.0;2;4.00
5925;265.0;2;1.00
5926;413.0;2;77.00
5927;413.0;2;5.00
5928;413.0;2;24.00
5929;84.0;1;15.00
5930;84.0;1;73.00
5931;296.0;2;33.00
5932;296.0;2;0.00
5933;414.0;2;
5934;414.0;2;0.00
5935;90.0;1;21.00
5936;90.0;1;88.00
5937;90.0;1;94.00
5938;177.0;1;13.00
5939;177.0;1;6.00
5940;203.0;1;7.00
5941;343.0;2;1.00
5942;257.0;2;6.00
5943;212.0;1;273.00
5944;241.0;1;
5945;298.0;2;319.00
5946;298.0;2;30.00
5947;88.0;1;
5948;298.0;2;33.00
5949;279.0;2;9.00
5950;279.0;2;3.00
5951;107.0;1;30.00
5952;504.0;3;
5953;504.0;3;0.00
5954;504.0;3;14.00
5955;318.0;2;0.00
5956;507.0;3;42.00
5957;107.0;1;4.00
5958;394.0;2;
5959;245.0;1;5.00
5960;245.0;1;2.00
5961;363.0;2;67.00
5962;363.0;2;2.00
5963;363.0;2;14.00
5964;175.0;1;84.00
5965;99.0;1;4.00
5966;119.0;1;33.00
5967;335.0;2;2.00
5968;235.0;1;119.00
5969;235.0;1;4.00
5970;235.0;1;44.00
5971;235.0;1;7.00
5972;235.0;1;41.00
5973;526.0;3;36.00
5974;526.0;3;10.00
5975;526.0;3;6.00
5976;526.0;3;13.00
5977;526.0;3;5.00
5978;526.0;3;20.00
5979;482.0;2;
5980;482.0;2;17.00
5981;482.0;2;0.00
5982;482.0;2;30.00
5983;482.0;2;10.00
5984;482.0;2;1.00
5985;482.0;2;6.00
5986;118.0;1;
5987;526.0;3;24.00
5988;526.0;3;3.00
5989;526.0;3;8.00
5990;127.0;1;2.00
5991;127.0;1;6.00
5992;127.0;1;22.00
5993;265.0;2;6.00
5994;265.0;2;8.00
5995;265.0;2;17.00
5996;265.0;2;3.00
5997;265.0;2;26.00
5998;265.0;2;66.00
5999;298.0;2;2.00
6000;335.0;2;1.00
6001;335.0;2;9.00
6002;298.0;2;3.00
6003;298.0;2;6.00
6004;298.0;2;7.00
6005;298.0;2;8.00
6006;119.0;1;47.00
6007;119.0;1;76.00
6008;203.0;1;16.00
6009;203.0;1;36.00
6010;210.0;1;11.00
6011;210.0;1;16.00
6012;119.0;1;74.00
6013;343.0;2;15.00
6014;343.0;2;131.00
6015;343.0;2;100.00
6016;343.0;2;30.00
6017;343.0;2;65.00
6018;343.0;2;27.00
6019;343.0;2;169.00
6020;343.0;2;218.00
6021;88.0;1;0.00
6022;196.0;1;194.00
6023;257.0;2;8.00
6024;104.0;1;25.00
6025;104.0;1;9.00
6026;104.0;1;251.00
6027;55.0;1;4.00
6028;55.0;1;5.00
6029;562.0;3;15.00
6030;562.0;3;68.00
6031;562.0;3;2.00
6032;562.0;3;3.00
6033;562.0;3;6.00
6034;212.0;1;18.00
6035;212.0;1;59.00
6036;212.0;1;9.00
6037;212.0;1;22.00
6038;576.0;3;
6039;576.0;3;20.00
6040;91.0;1;6.00
6041;91.0;1;0.00
6042;91.0;1;38.00
6043;406.0;2;0.00
6044;653.0;3;
6045;335.0;2;29.00
6046;196.0;1;11.00
6047;90.0;1;35.00
6048;588.0;3;5.00
6049;588.0;3;2.00
6050;653.0;3;5.00
6051;653.0;3;0.00
6052;653.0;3;40.00
6053;653.0;3;29.00
6054;335.0;2;58.00
6055;335.0;2;144.00
6056;394.0;2;3.00
6057;335.0;2;51.00
6058;88.0;1;5.00
6059;88.0;1;111.00
6060;88.0;1;7.00
6061;296.0;2;112.00
6062;88.0;1;1.00
6063;88.0;1;40.00
6064;245.0;1;27.00
6065;88.0;1;14.00
6066;88.0;1;8.00
6067;88.0;1;11.00
6068;88.0;1;12.00
6069;88.0;1;3.00
6070;394.0;2;5.00
6071;394.0;2;0.00
6072;394.0;2;1.00
6073;394.0;2;2.00
6074;394.0;2;4.00
6075;394.0;2;37.00
6076;444.0;2;
6077;444.0;2;4.00
6078;394.0;2;10.00
6079;444.0;2;0.00
6080;140.0;1;23.00
6081;140.0;1;12.00
6082;140.0;1;4.00
6083;140.0;1;7.00
6084;140.0;1;59.00
6085;140.0;1;2.00
6086;140.0;1;15.00
6087;140.0;1;36.00
6088;140.0;1;30.00
6089;550.0;3;58.00
6090;550.0;3;37.00
6091;414.0;2;6.00
6092;414.0;2;11.00
6093;550.0;3;27.00
6094;228.0;1;27.00
6095;228.0;1;50.00
6096;453.0;2;8.00
6097;365.0;2;4.00
6098;363.0;2;16.00
6099;365.0;2;2.00
6100;414.0;2;10.00
6101;414.0;2;30.00
6102;414.0;2;18.00
6103;414.0;2;72.00
6104;414.0;2;41.00
6105;107.0;1;13.00
